Unnamed: 0,student_id,student serial,course_id,Course Name,course_name
1714,298,9126,3,NEURAL NETWORKS,NEURAL NETWORKS
1715,298,9126,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1716,298,9126,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1717,298,9126,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1718,299,32022,1,DATA SECURITY,DATA SECURITY
1719,299,32022,3,NEURAL NETWORKS,NEURAL NETWORKS
1720,299,32022,0,Computing Algorithms,Computing Algorithms
1721,299,32022,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1722,299,32022,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1723,300,11731,3,NEURAL NETWORKS,NEURAL NETWORKS
1724,300,11731,1,DATA SECURITY,DATA SECURITY
1725,300,11731,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1726,300,11731,0,Computing Algorithms,Computing Algorithms
1727,300,11731,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1728,301,30716,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1729,301,30716,1,DATA SECURITY,DATA SECURITY
1730,301,30716,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1731,301,30716,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1732,301,30716,14,Web Engineering,Web Engineering
1735,301,30716,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
1736,302,22229,0,Computing Algorithms,Computing Algorithms
1737,302,22229,5,Modelling & Simulation,Modelling & Simulation
1738,302,22229,14,Web Engineering,Web Engineering
1739,302,22229,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1740,303,22427,1,DATA SECURITY,DATA SECURITY
1741,303,22427,14,Web Engineering,Web Engineering
1742,303,22427,12,Mobile Applications,Mobile Applications
1743,303,22427,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1744,303,22427,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1745,304,23166,3,NEURAL NETWORKS,NEURAL NETWORKS
1746,304,23166,0,Computing Algorithms,Computing Algorithms
1747,304,23166,1,DATA SECURITY,DATA SECURITY
1748,304,23166,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1749,304,23166,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1750,305,11398,1,DATA SECURITY,DATA SECURITY
1751,305,11398,0,Computing Algorithms,Computing Algorithms
1752,305,11398,3,NEURAL NETWORKS,NEURAL NETWORKS
1753,305,11398,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1754,305,11398,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1755,306,2714,0,Computing Algorithms,Computing Algorithms
1756,306,2714,1,DATA SECURITY,DATA SECURITY
1757,306,2714,3,NEURAL NETWORKS,NEURAL NETWORKS
1758,306,2714,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1759,306,2714,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1760,307,27206,0,Computing Algorithms,Computing Algorithms
1761,307,27206,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1762,307,27206,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1763,307,27206,1,DATA SECURITY,DATA SECURITY
1764,307,27206,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1765,308,11909,3,NEURAL NETWORKS,NEURAL NETWORKS
1766,308,11909,0,Computing Algorithms,Computing Algorithms
1767,308,11909,1,DATA SECURITY,DATA SECURITY
1768,308,11909,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1769,308,11909,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1772,309,25493,0,Computing Algorithms,Computing Algorithms
1773,309,25493,1,DATA SECURITY,DATA SECURITY
1774,309,25493,3,NEURAL NETWORKS,NEURAL NETWORKS
1775,309,25493,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1776,309,25493,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1777,310,13199,3,NEURAL NETWORKS,NEURAL NETWORKS
1778,310,13199,0,Computing Algorithms,Computing Algorithms
1779,310,13199,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1780,310,13199,1,DATA SECURITY,DATA SECURITY
1783,311,254,1,DATA SECURITY,DATA SECURITY
1784,311,254,3,NEURAL NETWORKS,NEURAL NETWORKS
1785,311,254,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1786,311,254,0,Computing Algorithms,Computing Algorithms
1787,311,254,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1788,311,254,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1789,312,13578,1,DATA SECURITY,DATA SECURITY
1792,312,13578,14,Web Engineering,Web Engineering
1793,312,13578,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1794,312,13578,0,Computing Algorithms,Computing Algorithms
1795,312,13578,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1796,312,13578,12,Mobile Applications,Mobile Applications
1797,313,13364,1,DATA SECURITY,DATA SECURITY
1798,313,13364,14,Web Engineering,Web Engineering
1799,313,13364,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1800,313,13364,0,Computing Algorithms,Computing Algorithms
1801,313,13364,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1802,313,13364,12,Mobile Applications,Mobile Applications
1803,314,4239,1,DATA SECURITY,DATA SECURITY
1804,314,4239,0,Computing Algorithms,Computing Algorithms
1805,314,4239,3,NEURAL NETWORKS,NEURAL NETWORKS
1806,314,4239,14,Web Engineering,Web Engineering
1807,315,30825,0,Computing Algorithms,Computing Algorithms
1808,315,30825,1,DATA SECURITY,DATA SECURITY
1809,315,30825,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
1810,315,30825,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1811,315,30825,3,NEURAL NETWORKS,NEURAL NETWORKS
1812,316,5131,5,Modelling & Simulation,Modelling & Simulation
1815,316,5131,0,Computing Algorithms,Computing Algorithms
1818,316,5131,1,DATA SECURITY,DATA SECURITY
1819,316,5131,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1820,317,16020,1,DATA SECURITY,DATA SECURITY
1821,317,16020,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1822,317,16020,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1823,317,16020,14,Web Engineering,Web Engineering
1824,317,16020,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1825,317,16020,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1826,318,845,1,DATA SECURITY,DATA SECURITY
1827,318,845,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1828,318,845,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1829,318,845,14,Web Engineering,Web Engineering
1830,318,845,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1831,318,845,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1832,319,6300,1,DATA SECURITY,DATA SECURITY
1833,319,6300,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1834,319,6300,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1835,319,6300,14,Web Engineering,Web Engineering
1836,319,6300,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1837,319,6300,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1838,320,23655,1,DATA SECURITY,DATA SECURITY
1839,320,23655,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1840,320,23655,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1841,320,23655,14,Web Engineering,Web Engineering
1842,320,23655,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1843,320,23655,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1844,321,19949,1,DATA SECURITY,DATA SECURITY
1845,321,19949,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1846,321,19949,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1847,321,19949,14,Web Engineering,Web Engineering
1848,321,19949,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1849,321,19949,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1850,322,16312,1,DATA SECURITY,DATA SECURITY
1851,322,16312,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1852,322,16312,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1853,322,16312,14,Web Engineering,Web Engineering
1854,322,16312,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1855,322,16312,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1856,323,10901,1,DATA SECURITY,DATA SECURITY
1857,323,10901,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1858,323,10901,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1859,323,10901,14,Web Engineering,Web Engineering
1860,323,10901,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1861,323,10901,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1862,324,16181,14,Web Engineering,Web Engineering
1863,324,16181,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1864,324,16181,1,DATA SECURITY,DATA SECURITY
1865,324,16181,3,NEURAL NETWORKS,NEURAL NETWORKS
1866,324,16181,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1867,324,16181,17,INTERNETWORK PROGRAMMING,INTERNETWORK PROGRAMMING
1868,325,12452,1,DATA SECURITY,DATA SECURITY
1871,325,12452,14,Web Engineering,Web Engineering
1872,325,12452,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1873,325,12452,19,Introduction to Big Data Management,Introduction to Big Data Management
1874,325,12452,0,Computing Algorithms,Computing Algorithms
1875,325,12452,20,Embeded Systems Desin,Embeded Systems Desin
1876,326,17879,14,Web Engineering,Web Engineering
1877,326,17879,12,Mobile Applications,Mobile Applications
1878,326,17879,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1879,326,17879,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1880,326,17879,8,ASSEMBLY language,ASSEMBLY language
1881,326,17879,3,NEURAL NETWORKS,NEURAL NETWORKS
1882,327,11589,1,DATA SECURITY,DATA SECURITY
1883,327,11589,14,Web Engineering,Web Engineering
1884,327,11589,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1885,327,11589,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1886,327,11589,0,Computing Algorithms,Computing Algorithms
1887,327,11589,3,NEURAL NETWORKS,NEURAL NETWORKS
1888,328,7306,14,Web Engineering,Web Engineering
1889,328,7306,0,Computing Algorithms,Computing Algorithms
1890,328,7306,5,Modelling & Simulation,Modelling & Simulation
1891,328,7306,3,NEURAL NETWORKS,NEURAL NETWORKS
1892,328,7306,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
1893,328,7306,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1894,329,6537,14,Web Engineering,Web Engineering
1895,329,6537,0,Computing Algorithms,Computing Algorithms
1896,329,6537,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1897,329,6537,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1898,329,6537,3,NEURAL NETWORKS,NEURAL NETWORKS
1899,329,6537,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1900,330,2660,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1901,330,2660,0,Computing Algorithms,Computing Algorithms
1904,330,2660,1,DATA SECURITY,DATA SECURITY
1905,330,2660,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
1906,330,2660,14,Web Engineering,Web Engineering
1909,330,2660,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
1910,331,23768,1,DATA SECURITY,DATA SECURITY
1911,331,23768,12,Mobile Applications,Mobile Applications
1912,331,23768,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1913,331,23768,14,Web Engineering,Web Engineering
1914,331,23768,8,ASSEMBLY language,ASSEMBLY language
1915,331,23768,3,NEURAL NETWORKS,NEURAL NETWORKS
1916,332,9482,1,DATA SECURITY,DATA SECURITY
1917,332,9482,14,Web Engineering,Web Engineering
1918,332,9482,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1919,332,9482,8,ASSEMBLY language,ASSEMBLY language
1920,332,9482,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1921,333,22148,14,Web Engineering,Web Engineering
1922,333,22148,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1923,333,22148,0,Computing Algorithms,Computing Algorithms
1926,333,22148,5,Modelling & Simulation,Modelling & Simulation
1929,333,22148,1,DATA SECURITY,DATA SECURITY
1930,333,22148,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
1933,334,24983,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1934,334,24983,1,DATA SECURITY,DATA SECURITY
1935,334,24983,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
1936,334,24983,8,ASSEMBLY language,ASSEMBLY language
1937,334,24983,3,NEURAL NETWORKS,NEURAL NETWORKS
1938,334,24983,14,Web Engineering,Web Engineering
1939,200,15068,14,Web Engineering,Web Engineering
1940,200,15068,12,Mobile Applications,Mobile Applications
1942,200,15068,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1943,200,15068,8,ASSEMBLY language,ASSEMBLY language
1945,335,23519,1,DATA SECURITY,DATA SECURITY
1948,335,23519,14,Web Engineering,Web Engineering
1949,335,23519,0,Computing Algorithms,Computing Algorithms
1950,335,23519,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1951,335,23519,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1952,335,23519,12,Mobile Applications,Mobile Applications
1953,336,24096,1,DATA SECURITY,DATA SECURITY
1954,336,24096,0,Computing Algorithms,Computing Algorithms
1955,336,24096,14,Web Engineering,Web Engineering
1956,336,24096,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1957,336,24096,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1958,336,24096,5,Modelling & Simulation,Modelling & Simulation
1959,337,21218,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1960,337,21218,1,DATA SECURITY,DATA SECURITY
1961,337,21218,12,Mobile Applications,Mobile Applications
1962,337,21218,5,Modelling & Simulation,Modelling & Simulation
1965,337,21218,14,Web Engineering,Web Engineering
1966,337,21218,0,Computing Algorithms,Computing Algorithms
1969,337,21218,3,NEURAL NETWORKS,NEURAL NETWORKS
1972,338,15207,1,DATA SECURITY,DATA SECURITY
1973,338,15207,14,Web Engineering,Web Engineering
1974,338,15207,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1975,338,15207,0,Computing Algorithms,Computing Algorithms
1976,338,15207,5,Modelling & Simulation,Modelling & Simulation
1977,338,15207,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1978,339,13837,14,Web Engineering,Web Engineering
1979,339,13837,0,Computing Algorithms,Computing Algorithms
1980,339,13837,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1981,339,13837,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1982,339,13837,8,ASSEMBLY language,ASSEMBLY language
1983,339,13837,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1984,340,18732,1,DATA SECURITY,DATA SECURITY
1985,340,18732,14,Web Engineering,Web Engineering
1986,340,18732,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1987,340,18732,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
1988,340,18732,3,NEURAL NETWORKS,NEURAL NETWORKS
1989,340,18732,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
1990,341,14629,14,Web Engineering,Web Engineering
1991,341,14629,0,Computing Algorithms,Computing Algorithms
1992,341,14629,12,Mobile Applications,Mobile Applications
1993,341,14629,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1994,341,14629,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
1995,341,14629,5,Modelling & Simulation,Modelling & Simulation
1996,342,26376,14,Web Engineering,Web Engineering
1997,342,26376,1,DATA SECURITY,DATA SECURITY
1998,342,26376,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
1999,342,26376,0,Computing Algorithms,Computing Algorithms
2000,342,26376,8,ASSEMBLY language,ASSEMBLY language
2001,343,32270,14,Web Engineering,Web Engineering
2002,343,32270,0,Computing Algorithms,Computing Algorithms
2003,343,32270,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2004,343,32270,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2005,343,32270,8,ASSEMBLY language,ASSEMBLY language
2006,343,32270,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2007,344,24064,1,DATA SECURITY,DATA SECURITY
2008,344,24064,12,Mobile Applications,Mobile Applications
2009,344,24064,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2010,344,24064,14,Web Engineering,Web Engineering
2013,344,24064,8,ASSEMBLY language,ASSEMBLY language
2014,344,24064,3,NEURAL NETWORKS,NEURAL NETWORKS
2015,345,17121,1,DATA SECURITY,DATA SECURITY
2018,345,17121,14,Web Engineering,Web Engineering
2019,345,17121,0,Computing Algorithms,Computing Algorithms
2020,345,17121,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2021,345,17121,8,ASSEMBLY language,ASSEMBLY language
2024,345,17121,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
2025,346,5244,1,DATA SECURITY,DATA SECURITY
2026,346,5244,0,Computing Algorithms,Computing Algorithms
2027,346,5244,14,Web Engineering,Web Engineering
2028,346,5244,8,ASSEMBLY language,ASSEMBLY language
2029,346,5244,3,NEURAL NETWORKS,NEURAL NETWORKS
2032,346,5244,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2033,347,20704,14,Web Engineering,Web Engineering
2034,347,20704,0,Computing Algorithms,Computing Algorithms
2035,347,20704,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2036,347,20704,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2037,347,20704,8,ASSEMBLY language,ASSEMBLY language
2038,347,20704,3,NEURAL NETWORKS,NEURAL NETWORKS
2039,348,31770,0,Computing Algorithms,Computing Algorithms
2040,348,31770,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2043,348,31770,1,DATA SECURITY,DATA SECURITY
2046,348,31770,14,Web Engineering,Web Engineering
2047,348,31770,17,INTERNETWORK PROGRAMMING,INTERNETWORK PROGRAMMING
2048,348,31770,12,Mobile Applications,Mobile Applications
2051,349,8826,1,DATA SECURITY,DATA SECURITY
2052,349,8826,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2053,349,8826,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2054,349,8826,3,NEURAL NETWORKS,NEURAL NETWORKS
2055,349,8826,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2056,349,8826,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
2057,350,20305,14,Web Engineering,Web Engineering
2058,350,20305,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2059,350,20305,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2060,350,20305,0,Computing Algorithms,Computing Algorithms
2061,350,20305,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2062,351,17587,1,DATA SECURITY,DATA SECURITY
2065,351,17587,14,Web Engineering,Web Engineering
2066,351,17587,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2067,351,17587,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2068,351,17587,0,Computing Algorithms,Computing Algorithms
2069,351,17587,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2070,352,8031,14,Web Engineering,Web Engineering
2071,352,8031,0,Computing Algorithms,Computing Algorithms
2072,352,8031,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2073,352,8031,8,ASSEMBLY language,ASSEMBLY language
2074,352,8031,3,NEURAL NETWORKS,NEURAL NETWORKS
2075,352,8031,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2076,353,21794,1,DATA SECURITY,DATA SECURITY
2077,353,21794,14,Web Engineering,Web Engineering
2078,353,21794,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
2081,353,21794,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
2082,353,21794,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2083,353,21794,3,NEURAL NETWORKS,NEURAL NETWORKS
2084,354,15968,14,Web Engineering,Web Engineering
2085,354,15968,0,Computing Algorithms,Computing Algorithms
2086,354,15968,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2087,354,15968,8,ASSEMBLY language,ASSEMBLY language
2088,354,15968,3,NEURAL NETWORKS,NEURAL NETWORKS
2089,354,15968,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2090,355,9710,1,DATA SECURITY,DATA SECURITY
2091,355,9710,14,Web Engineering,Web Engineering
2092,355,9710,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2093,355,9710,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2094,355,9710,3,NEURAL NETWORKS,NEURAL NETWORKS
2095,355,9710,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2096,356,6911,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2097,356,6911,14,Web Engineering,Web Engineering
2098,356,6911,1,DATA SECURITY,DATA SECURITY
2101,356,6911,12,Mobile Applications,Mobile Applications
2104,356,6911,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2107,356,6911,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
2108,357,12053,14,Web Engineering,Web Engineering
2109,357,12053,0,Computing Algorithms,Computing Algorithms
2110,357,12053,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2111,357,12053,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2112,357,12053,3,NEURAL NETWORKS,NEURAL NETWORKS
2113,357,12053,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2114,358,21949,14,Web Engineering,Web Engineering
2115,358,21949,1,DATA SECURITY,DATA SECURITY
2116,358,21949,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2117,358,21949,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2120,358,21949,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2121,358,21949,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
2122,359,14302,0,Computing Algorithms,Computing Algorithms
2125,359,14302,5,Modelling & Simulation,Modelling & Simulation
2126,359,14302,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2129,359,14302,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2130,359,14302,8,ASSEMBLY language,ASSEMBLY language
2131,359,14302,13,INTERNETWORK SECURITY,INTERNETWORK SECURITY
2132,360,18275,1,DATA SECURITY,DATA SECURITY
2133,360,18275,14,Web Engineering,Web Engineering
2134,360,18275,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2135,360,18275,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2136,360,18275,0,Computing Algorithms,Computing Algorithms
2137,360,18275,3,NEURAL NETWORKS,NEURAL NETWORKS
2138,361,27124,14,Web Engineering,Web Engineering
2139,361,27124,0,Computing Algorithms,Computing Algorithms
2140,361,27124,12,Mobile Applications,Mobile Applications
2141,361,27124,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2142,361,27124,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2143,361,27124,3,NEURAL NETWORKS,NEURAL NETWORKS
2144,362,29661,1,DATA SECURITY,DATA SECURITY
2145,362,29661,14,Web Engineering,Web Engineering
2146,362,29661,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2147,362,29661,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2148,362,29661,3,NEURAL NETWORKS,NEURAL NETWORKS
2149,362,29661,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2150,363,10442,1,DATA SECURITY,DATA SECURITY
2151,363,10442,14,Web Engineering,Web Engineering
2152,363,10442,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2153,363,10442,0,Computing Algorithms,Computing Algorithms
2154,363,10442,8,ASSEMBLY language,ASSEMBLY language
2155,363,10442,3,NEURAL NETWORKS,NEURAL NETWORKS
2156,364,7090,14,Web Engineering,Web Engineering
2157,364,7090,0,Computing Algorithms,Computing Algorithms
2158,364,7090,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2159,364,7090,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2160,364,7090,8,ASSEMBLY language,ASSEMBLY language
2161,364,7090,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
2162,365,13763,1,DATA SECURITY,DATA SECURITY
2163,365,13763,0,Computing Algorithms,Computing Algorithms
2166,365,13763,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2167,365,13763,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
2168,365,13763,5,Modelling & Simulation,Modelling & Simulation
2169,366,10043,14,Web Engineering,Web Engineering
2170,366,10043,12,Mobile Applications,Mobile Applications
2171,366,10043,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
2172,366,10043,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
2173,366,10043,8,ASSEMBLY language,ASSEMBLY language
2174,366,10043,3,NEURAL NETWORKS,NEURAL NETWORKS
2175,367,30968,14,Web Engineering,Web Engineering
2176,367,30968,0,Computing Algorithms,Computing Algorithms
2179,367,30968,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
